date,state,checkins,unique_ind,unique_loc
2022-01-14,Terengganu,357637,208489,11143
2022-01-14,W.P. KualaLumpur,5247799,2409144,98661
2022-01-14,W.P. Labuan,83373,34824,2214
2022-01-14,W.P. Putrajaya,284239,174207,2917
2022-01-15,Johor,3551311,1519806,95346
2022-01-15,Kedah,1086830,565901,36850
2022-01-15,Kelantan,442622,244977,21624
2022-01-15,Melaka,899149,401773,23686
2022-01-15,Negeri Sembilan,1007542,498870,26153
2022-01-15,Pahang,1199289,511296,31733
2022-01-15,Perak,1962734,847986,58565
2022-01-15,Perlis,269230,160803,8979
2022-01-15,Pulau Pinang,2078048,857356,50482
2022-01-15,Sabah,1969837,690133,52750
2022-01-15,Sarawak,2024554,720098,44889
2022-01-15,Selangor,7672594,3378162,150818
2022-01-15,Terengganu,459207,243658,17658
2022-01-15,W.P. KualaLumpur,5425452,2415060,80483
2022-01-15,W.P. Labuan,76912,32542,1841
2022-01-15,W.P. Putrajaya,269454,168888,1919
2022-01-16,Johor,3537645,1468734,82203
2022-01-16,Kedah,1117552,579411,38448
2022-01-16,Kelantan,432526,245270,24584
2022-01-16,Melaka,833109,374089,17606
2022-01-16,Negeri Sembilan,949940,476486,19770
2022-01-16,Pahang,1095946,482750,23701
2022-01-16,Perak,1788728,791165,41901
2022-01-16,Perlis,237676,138109,6372
2022-01-16,Pulau Pinang,1950250,800280,36895
2022-01-16,Sabah,1877394,666146,40387
2022-01-16,Sarawak,1987414,707532,32859
2022-01-16,Selangor,7261931,3185927,111847
2022-01-16,Terengganu,468574,253111,21004
2022-01-16,W.P. KualaLumpur,5208842,2328524,60825
2022-01-16,W.P. Labuan,69911,30475,1361
2022-01-16,W.P. Putrajaya,278570,175793,1682
2022-01-17,Johor,3188013,1450381,104326
2022-01-17,Kedah,1024949,551862,40998
2022-01-17,Kelantan,401856,230894,24263
2022-01-17,Melaka,773240,364668,25923
2022-01-17,Negeri Sembilan,915562,459729,29057
2022-01-17,Pahang,1067387,477145,36613
2022-01-17,Perak,1744580,785136,62167
2022-01-17,Perlis,267225,165395,10238
2022-01-17,Pulau Pinang,1886963,831735,55820
2022-01-17,Sabah,1756145,668927,58335
2022-01-17,Sarawak,1675487,674031,50867
2022-01-17,Selangor,6725584,3147335,173134
2022-01-17,Terengganu,427128,236119,20548
2022-01-17,W.P. KualaLumpur,4804381,2254389,96339
2022-01-17,W.P. Labuan,77509,33259,2193
2022-01-17,W.P. Putrajaya,241430,151312,2917
2022-01-18,Johor,3147153,1410414,94036
2022-01-18,Kedah,929423,506894,35225
2022-01-18,Kelantan,398311,230832,24082
2022-01-18,Melaka,789912,373760,26399
2022-01-18,Negeri Sembilan,882640,445601,24745
2022-01-18,Pahang,1088299,487995,37050
2022-01-18,Perak,1673799,753085,54161
2022-01-18,Perlis,267087,159106,9744
2022-01-18,Pulau Pinang,1780398,777105,46495
2022-01-18,Sabah,1718214,658403,58721
2022-01-18,Sarawak,1694835,675879,51466
2022-01-18,Selangor,6873057,3082294,137966
2022-01-18,Terengganu,429975,236030,20833
2022-01-18,W.P. KualaLumpur,4827260,2200889,74218
2022-01-18,W.P. Labuan,78379,33710,2254
2022-01-18,W.P. Putrajaya,254043,155664,1829
2022-01-19,Johor,3217757,1450077,106460
2022-01-19,Kedah,984768,536680,41198
2022-01-19,Kelantan,386404,222988,23973
2022-01-19,Melaka,737239,349922,26279
2022-01-19,Negeri Sembilan,884297,446867,29837
2022-01-19,Pahang,1022734,456986,37143
2022-01-19,Perak,1709244,767175,63211
2022-01-19,Perlis,250302,159361,10400
2022-01-19,Pulau Pinang,1854417,830426,57360
2022-01-19,Sabah,1762764,667194,59116
2022-01-19,Sarawak,1723689,678834,51972
2022-01-19,Selangor,6560600,3114704,177282
2022-01-19,Terengganu,421877,231986,20752
2022-01-19,W.P. KualaLumpur,4720338,2218530,98616
2022-01-19,W.P. Labuan,78159,33695,2259
2022-01-19,W.P. Putrajaya,235860,149087,2979
2022-01-20,Johor,3179520,1446678,106137
2022-01-20,Kedah,990292,537651,41325
2022-01-20,Kelantan,401002,231232,24111
2022-01-20,Melaka,742758,352824,26318
2022-01-20,Negeri Sembilan,894223,452341,29739
2022-01-20,Pahang,1033508,465823,37126
2022-01-20,Perak,1728341,772897,63526
2022-01-20,Perlis,257832,163405,10349
2022-01-20,Pulau Pinang,1840645,828591,57406
2022-01-20,Sabah,1687065,650502,57966
2022-01-20,Sarawak,1605682,657498,50811
2022-01-20,Selangor,6655501,3159369,177747
2022-01-20,Terengganu,433347,238102,20822
2022-01-20,W.P. KualaLumpur,4797715,2268269,98759
2022-01-20,W.P. Labuan,77126,33364,2236
2022-01-20,W.P. Putrajaya,245670,154160,2988
2022-01-21,Johor,3369491,1493959,100073
2022-01-21,Kedah,980843,524929,30474
2022-01-21,Kelantan,369695,216198,13629
2022-01-21,Melaka,807607,375331,26250
2022-01-21,Negeri Sembilan,957126,481878,29669
2022-01-21,Pahang,1130231,499963,36499
2022-01-21,Perak,1807925,810258,63050
2022-01-21,Perlis,280830,173328,10063
2022-01-21,Pulau Pinang,1975453,867628,57388
2022-01-21,Sabah,1796442,678875,58686
2022-01-21,Sarawak,1819521,705766,52032
2022-01-21,Selangor,7113868,3309446,176317
2022-01-21,Terengganu,343831,202649,11112
2022-01-21,W.P. KualaLumpur,5180657,2397611,98384
2022-01-21,W.P. Labuan,79017,33906,2142
2022-01-21,W.P. Putrajaya,274519,170830,2957
2022-01-22,Johor,3533403,1512416,94588
2022-01-22,Kedah,1021752,545850,36616
2022-01-22,Kelantan,416439,234041,21098
2022-01-22,Melaka,882697,394475,23593
2022-01-22,Negeri Sembilan,1015946,505149,26495
2022-01-22,Pahang,1176627,503998,31696
2022-01-22,Perak,1935281,834507,57961
2022-01-22,Perlis,261407,157374,8884
2022-01-22,Pulau Pinang,2049570,850102,50275
2022-01-22,Sabah,1907902,679206,52021
2022-01-22,Sarawak,2009439,714537,44990
2022-01-22,Selangor,7416866,3292379,148464
2022-01-22,Terengganu,428861,232616,17236
2022-01-22,W.P. KualaLumpur,5164329,2344667,78419
2022-01-22,W.P. Labuan,75371,32358,1813
2022-01-22,W.P. Putrajaya,260303,167877,1941
2022-01-23,Johor,3514978,1451035,81915
2022-01-23,Kedah,1060430,556865,37608
2022-01-23,Kelantan,402244,231136,23777
2022-01-23,Melaka,805029,361887,17386
2022-01-23,Negeri Sembilan,945897,471643,19962
2022-01-23,Pahang,1045624,464785,23473
2022-01-23,Perak,1751732,771854,41334
2022-01-23,Perlis,225506,132406,6241
2022-01-23,Pulau Pinang,1933760,794136,36707
2022-01-23,Sabah,1800385,643889,40009
2022-01-23,Sarawak,1969160,698661,32945
2022-01-23,Selangor,7079833,3125855,111216
2022-01-23,Terengganu,443794,242259,20503
2022-01-23,W.P. KualaLumpur,5153465,2299139,60704
2022-01-23,W.P. Labuan,65226,28995,1329
2022-01-23,W.P. Putrajaya,278337,177133,1686
2022-01-24,Johor,3164516,1435031,103343
2022-01-24,Kedah,960939,525155,40169
2022-01-24,Kelantan,379437,220300,23454
2022-01-24,Melaka,741479,349271,25843
2022-01-24,Negeri Sembilan,877878,445506,28815
2022-01-24,Pahang,1012298,455590,36279
2022-01-24,Perak,1671374,757534,61515
2022-01-24,Perlis,252190,160051,10109
2022-01-24,Pulau Pinang,1832182,821100,55799
2022-01-24,Sabah,1738841,660747,57894
2022-01-24,Sarawak,1684001,667665,50023
2022-01-24,Selangor,6479487,3088613,171501
2022-01-24,Terengganu,419140,231492,20427
2022-01-24,W.P. KualaLumpur,4668026,2211116,95566
2022-01-24,W.P. Labuan,74434,32632,2144
2022-01-24,W.P. Putrajaya,239960,153327,2943
2022-01-25,Johor,3340148,1472113,105283
2022-01-25,Kedah,1023420,545197,40407
2022-01-25,Kelantan,407784,231511,23690
2022-01-25,Melaka,745406,353548,25962
2022-01-25,Negeri Sembilan,922154,456007,29179
2022-01-25,Pahang,1085338,471373,36926
2022-01-25,Perak,1771676,778150,62556
2022-01-25,Perlis,260569,162975,10198
2022-01-25,Pulau Pinang,1905205,837443,56743
2022-01-25,Sabah,1861748,683100,58504
2022-01-25,Sarawak,1855416,701127,50995
2022-01-25,Selangor,6740255,3169995,174899
2022-01-25,Terengganu,449296,240841,20504
2022-01-25,W.P. KualaLumpur,5031702,2330388,97955
2022-01-25,W.P. Labuan,88907,35693,2234
2022-01-25,W.P. Putrajaya,263689,163238,2942
2022-01-26,Johor,3380762,1482299,105401
2022-01-26,Kedah,1014383,543471,40763
2022-01-26,Kelantan,401086,229855,23552
2022-01-26,Melaka,794325,364643,26115
2022-01-26,Negeri Sembilan,950570,464532,29643
2022-01-26,Pahang,1079932,472988,36856
2022-01-26,Perak,1820381,791171,63206
2022-01-26,Perlis,256400,160580,10152
2022-01-26,Pulau Pinang,1927484,845357,57218
2022-01-26,Sabah,1822667,676997,58060
2022-01-26,Sarawak,1862362,703510,51063
2022-01-26,Selangor,7024095,3237543,176385
2022-01-26,Terengganu,447105,242801,20369
2022-01-26,W.P. KualaLumpur,5156237,2357647,98567
2022-01-26,W.P. Labuan,82151,33940,2184
2022-01-26,W.P. Putrajaya,268458,167240,2991
2022-01-27,Johor,3375234,1485726,104561
2022-01-27,Kedah,1015787,545264,40739
2022-01-27,Kelantan,414021,238003,23587
2022-01-27,Melaka,789973,363956,26260
2022-01-27,Negeri Sembilan,946286,468084,29547
2022-01-27,Pahang,1090128,482191,36778
2022-01-27,Perak,1773979,789593,62594
2022-01-27,Perlis,264562,166922,10204
2022-01-27,Pulau Pinang,1927541,846571,57036
2022-01-27,Sabah,1824080,679910,58152
2022-01-27,Sarawak,1908918,716633,50857
2022-01-27,Selangor,6895062,3219578,175290
2022-01-27,Terengganu,453446,246924,20314
2022-01-27,W.P. KualaLumpur,5082017,2348615,97653
2022-01-27,W.P. Labuan,82886,34447,2160
2022-01-27,W.P. Putrajaya,270467,169231,2947
2022-01-28,Johor,3616664,1533967,98086
2022-01-28,Kedah,1042615,546338,30669
2022-01-28,Kelantan,389084,226970,13526
2022-01-28,Melaka,871934,392529,26071
2022-01-28,Negeri Sembilan,1024869,502707,29195
2022-01-28,Pahang,1205593,528152,36046
2022-01-28,Perak,1995851,867496,62606
2022-01-28,Perlis,290465,176243,9811
2022-01-28,Pulau Pinang,2125434,900846,56463
2022-01-28,Sabah,1978626,715316,58201
2022-01-28,Sarawak,2093535,759992,50721
2022-01-28,Selangor,7399995,3368972,172073
2022-01-28,Terengganu,366646,215206,10968
2022-01-28,W.P. KualaLumpur,5406193,2469038,95771
2022-01-28,W.P. Labuan,88028,35893,2142
2022-01-28,W.P. Putrajaya,293664,185616,2865
2022-01-29,Johor,3843870,1565010,89695
2022-01-29,Kedah,1146395,585775,35956
2022-01-29,Kelantan,470358,261984,21094
2022-01-29,Melaka,973935,424091,22962
2022-01-29,Negeri Sembilan,1084430,527950,25785
2022-01-29,Pahang,1265935,548096,31364
2022-01-29,Perak,2212280,940994,56717
2022-01-29,Perlis,279551,162453,8641
2022-01-29,Pulau Pinang,2195585,881865,47772
2022-01-29,Sabah,2077974,713637,50669
2022-01-29,Sarawak,2337345,775662,41989
2022-01-29,Selangor,7684926,3315460,142650
2022-01-29,Terengganu,466781,253842,17139
2022-01-29,W.P. KualaLumpur,5498858,2418633,75721
2022-01-29,W.P. Labuan,84073,33696,1734
2022-01-29,W.P. Putrajaya,287108,183690,1869
2022-01-30,Johor,3807111,1509942,76233
2022-01-30,Kedah,1241132,618102,36527
2022-01-30,Kelantan,542193,295373,24318
2022-01-30,Melaka,948452,413555,17328
2022-01-30,Negeri Sembilan,1085264,516907,19884
2022-01-30,Pahang,1279113,549103,23927
2022-01-30,Perak,2210805,932483,42434
2022-01-30,Perlis,260585,147450,6249
2022-01-30,Pulau Pinang,2080360,830158,35307
2022-01-30,Sabah,2004981,684959,39668
2022-01-30,Sarawak,2248059,746077,31022
2022-01-30,Selangor,7095439,3062187,105885
2022-01-30,Terengganu,539292,285223,20510
2022-01-30,W.P. KualaLumpur,5305894,2313615,57609
2022-01-30,W.P. Labuan,71591,30178,1289
2022-01-30,W.P. Putrajaya,283165,182848,1590
2022-01-31,Johor,3000354,1361239,70370
2022-01-31,Kedah,1105823,572179,33558
2022-01-31,Kelantan,536134,296531,23560
2022-01-31,Melaka,805867,382674,19284
2022-01-31,Negeri Sembilan,1003186,500180,23286
2022-01-31,Pahang,1225989,542190,29547
2022-01-31,Perak,2006512,908731,48590
2022-01-31,Perlis,245992,144371,7549
2022-01-31,Pulau Pinang,1667897,763095,36502
2022-01-31,Sabah,1933084,688475,47639
2022-01-31,Sarawak,1793275,677060,33841
2022-01-31,Selangor,6035470,2859173,121079
2022-01-31,Terengganu,527708,282806,19754
2022-01-31,W.P. KualaLumpur,4578767,2187296,66542
2022-01-31,W.P. Labuan,76408,31223,1732
2022-01-31,W.P. Putrajaya,274368,172321,2531
2022-02-01,Johor,2366228,1159245,45552
2022-02-01,Kedah,860948,479145,22159
2022-02-01,Kelantan,455339,264334,17501
2022-02-01,Melaka,715459,362446,13583
2022-02-01,Negeri Sembilan,829995,456945,15207
2022-02-01,Pahang,1133041,533515,20141
2022-02-01,Perak,1632232,829039,31177
2022-02-01,Perlis,204714,124478,4983
2022-02-01,Pulau Pinang,1265314,634109,22830
2022-02-01,Sabah,1443655,572589,30272
2022-02-01,Sarawak,1104890,476812,17235
2022-02-01,Selangor,4923031,2491084,77563
2022-02-01,Terengganu,432860,247550,14291
2022-02-01,W.P. KualaLumpur,3670740,1810679,39349
2022-02-01,W.P. Labuan,56918,26022,1029
2022-02-01,W.P. Putrajaya,232029,145734,1448
2022-02-02,Johor,2544114,1223171,48778
2022-02-02,Kedah,896891,501898,23367
2022-02-02,Kelantan,463537,269474,18206
2022-02-02,Melaka,769812,385384,14274
2022-02-02,Negeri Sembilan,870537,476063,16155
2022-02-02,Pahang,1166013,546347,21146
2022-02-02,Perak,1798635,890688,33542
2022-02-02,Perlis,200426,124279,5051
2022-02-02,Pulau Pinang,1422415,683634,25450
2022-02-02,Sabah,1503861,589683,31872
2022-02-02,Sarawak,1355869,553691,19123
2022-02-02,Selangor,5251774,2614032,82148
2022-02-02,Terengganu,442423,251461,14983
2022-02-02,W.P. KualaLumpur,3795517,1857010,42214
2022-02-02,W.P. Labuan,58209,26269,1092
2022-02-02,W.P. Putrajaya,231328,144910,1520
2022-02-03,Johor,2799522,1329628,63611
2022-02-03,Kedah,1023562,549036,29681
2022-02-03,Kelantan,485251,276615,21374
2022-02-03,Melaka,793979,384168,18218
2022-02-03,Negeri Sembilan,927932,489657,21229
2022-02-03,Pahang,1272118,565603,27746
2022-02-03,Perak,2011031,941257,43501
2022-02-03,Perlis,248243,152061,6978
2022-02-03,Pulau Pinang,1772148,808226,35020
2022-02-03,Sabah,1789529,661406,43235
2022-02-03,Sarawak,1599668,640893,29954
2022-02-03,Selangor,5954523,2896617,118122
2022-02-03,Terengganu,472275,257264,17885
2022-02-03,W.P. KualaLumpur,4089278,2015950,57204
2022-02-03,W.P. Labuan,65081,28157,1410
2022-02-03,W.P. Putrajaya,259479,160929,2642
2022-02-04,Johor,3045243,1407864,72421
2022-02-04,Kedah,982309,532279,26768
2022-02-04,Kelantan,402471,243518,13493
2022-02-04,Melaka,884490,405260,21459
2022-02-04,Negeri Sembilan,988893,504897,24095
2022-02-04,Pahang,1298945,567329,30160
2022-02-04,Perak,2037124,932088,51291
2022-02-04,Perlis,263345,160938,8073
2022-02-04,Pulau Pinang,1923421,851571,43862
2022-02-04,Sabah,1882937,683063,51259
2022-02-04,Sarawak,1798762,695252,39842
2022-02-04,Selangor,6411438,3066125,137038
2022-02-04,Terengganu,365763,217622,10759
2022-02-04,W.P. KualaLumpur,4700959,2215311,73296
2022-02-04,W.P. Labuan,79052,32008,1862
2022-02-04,W.P. Putrajaya,268053,165024,2728
2022-02-05,Johor,3014750,1392231,72786
2022-02-05,Kedah,1034935,553112,32174
2022-02-05,Kelantan,437704,252053,19825
2022-02-05,Melaka,848317,396145,19848
2022-02-05,Negeri Sembilan,978218,503597,22314
2022-02-05,Pahang,1180827,527562,27152
2022-02-05,Perak,1959888,897000,48851
2022-02-05,Perlis,233376,144331,7507
2022-02-05,Pulau Pinang,1794956,800994,40396
2022-02-05,Sabah,1797157,657146,46816
2022-02-05,Sarawak,1864172,693341,36615
2022-02-05,Selangor,6447748,3045656,123289
2022-02-05,Terengganu,437233,242597,16244
2022-02-05,W.P. KualaLumpur,4543179,2130420,63056
2022-02-05,W.P. Labuan,72038,30940,1583
2022-02-05,W.P. Putrajaya,242192,151772,1817
2022-02-06,Johor,2924071,1328246,71333
2022-02-06,Kedah,1027597,550385,35524
2022-02-06,Kelantan,408236,238747,22831
2022-02-06,Melaka,714631,345758,15939
2022-02-06,Negeri Sembilan,882443,459959,18232
2022-02-06,Pahang,1003864,465094,21805
2022-02-06,Perak,1692463,794163,38432
2022-02-06,Perlis,196905,121630,5869
2022-02-06,Pulau Pinang,1673933,749281,33215
2022-02-06,Sabah,1624609,608369,36954
2022-02-06,Sarawak,1726864,667075,29486
2022-02-06,Selangor,6306468,2957121,101204
2022-02-06,Terengganu,436416,241054,19641
2022-02-06,W.P. KualaLumpur,4345550,2076170,53967
2022-02-06,W.P. Labuan,64423,28675,1294
2022-02-06,W.P. Putrajaya,241613,155049,1620
2022-02-07,Johor,3008992,1394063,95309
2022-02-07,Kedah,948578,520791,38336
2022-02-07,Kelantan,363374,215143,22131
2022-02-07,Melaka,709217,342505,24297
2022-02-07,Negeri Sembilan,875279,447558,27540
2022-02-07,Pahang,986365,453853,34009
2022-02-07,Perak,1709414,783764,58703
2022-02-07,Perlis,246408,155301,9723
2022-02-07,Pulau Pinang,1760239,805240,52951
2022-02-07,Sabah,1769524,662766,55981
2022-02-07,Sarawak,1714846,686655,48616
2022-02-07,Selangor,6372236,3052229,166070
2022-02-07,Terengganu,396345,222753,19309
2022-02-07,W.P. KualaLumpur,4494510,2154421,91256
2022-02-07,W.P. Labuan,78845,33081,2108
2022-02-07,W.P. Putrajaya,226881,145670,2902
2022-02-08,Johor,3068205,1403535,100525
2022-02-08,Kedah,944103,516877,39261
2022-02-08,Kelantan,339906,203754,21629
2022-02-08,Melaka,720085,344780,25275
2022-02-08,Negeri Sembilan,886687,445495,28429
2022-02-08,Pahang,955757,442225,34431
2022-02-08,Perak,1693873,763326,60793
2022-02-08,Perlis,246029,154118,10037
2022-02-08,Pulau Pinang,1690355,785921,53525
2022-02-08,Sabah,1720965,647124,57272
2022-02-08,Sarawak,1737862,686746,51283
2022-02-08,Selangor,6428186,3059294,172908
2022-02-08,Terengganu,363771,206979,18712
2022-02-08,W.P. KualaLumpur,4498997,2139853,95077
2022-02-08,W.P. Labuan,77349,33012,2180
2022-02-08,W.P. Putrajaya,231529,147867,2933
2022-02-09,Johor,2833195,1347058,98646
2022-02-09,Kedah,908063,504648,38692
2022-02-09,Kelantan,370581,217272,22483
2022-02-09,Melaka,677911,332561,24817
2022-02-09,Negeri Sembilan,857481,438182,28296
2022-02-09,Pahang,991885,449584,35263
2022-02-09,Perak,1663549,756380,59146
2022-02-09,Perlis,226581,144330,9490
2022-02-09,Pulau Pinang,1598515,755718,48656
2022-02-09,Sabah,1681089,637143,57058
2022-02-09,Sarawak,1729529,685035,51767
2022-02-09,Selangor,6244453,3002876,169037
2022-02-09,Terengganu,402379,222913,19653
2022-02-09,W.P. KualaLumpur,4402545,2102399,93467
2022-02-09,W.P. Labuan,77839,32995,2195
2022-02-09,W.P. Putrajaya,227443,145154,2934
2022-02-10,Johor,2721276,1312149,98478
2022-02-10,Kedah,926424,509515,39962
2022-02-10,Kelantan,370631,218050,22931
2022-02-10,Melaka,626511,317554,24678
2022-02-10,Negeri Sembilan,800183,422682,28205
2022-02-10,Pahang,921514,433999,35331
2022-02-10,Perak,1603862,744579,60998
2022-02-10,Perlis,243215,155850,10057
2022-02-10,Pulau Pinang,1664004,781606,55091
2022-02-10,Sabah,1570745,612946,56236
2022-02-10,Sarawak,1619107,665343,51429
2022-02-10,Selangor,5907593,2924370,171479
2022-02-10,Terengganu,380139,216636,19519
2022-02-10,W.P. KualaLumpur,4123467,2029711,94901
2022-02-10,W.P. Labuan,71673,31367,2138
2022-02-10,W.P. Putrajaya,216961,139236,2888
2022-02-11,Johor,3016681,1391972,96709
2022-02-11,Kedah,895479,495863,29854
2022-02-11,Kelantan,330879,201193,12936
2022-02-11,Melaka,722616,349417,25552
2022-02-11,Negeri Sembilan,898458,462399,28685
2022-02-11,Pahang,1015515,468321,34239
2022-02-11,Perak,1671969,779893,60405
2022-02-11,Perlis,260332,162806,9714
2022-02-11,Pulau Pinang,1749070,809770,55197
2022-02-11,Sabah,1624693,625579,56111
2022-02-11,Sarawak,1720778,692698,51942
2022-02-11,Selangor,6567885,3137422,172303
2022-02-11,Terengganu,310347,186510,10348
2022-02-11,W.P. KualaLumpur,4544269,2162353,94952
2022-02-11,W.P. Labuan,76227,32732,2130
2022-02-11,W.P. Putrajaya,245028,154083,2859
2022-02-12,Johor,3090163,1392028,91796
2022-02-12,Kedah,962711,518920,35882
2022-02-12,Kelantan,378478,217418,19549
2022-02-12,Melaka,754190,357597,22884
2022-02-12,Negeri Sembilan,925001,472478,25886
2022-02-12,Pahang,1078672,478166,31213
2022-02-12,Perak,1794404,800882,56527
2022-02-12,Perlis,235002,144259,8733
2022-02-12,Pulau Pinang,1760156,783003,48651
2022-02-12,Sabah,1513780,583800,48731
2022-02-12,Sarawak,1869644,697564,45295
2022-02-12,Selangor,6683657,3088795,147788
2022-02-12,Terengganu,401718,220292,16435
2022-02-12,W.P. KualaLumpur,4533554,2117059,77487
2022-02-12,W.P. Labuan,68484,29891,1703
2022-02-12,W.P. Putrajaya,228756,146600,1887
2022-02-13,Johor,3032528,1342286,77743
2022-02-13,Kedah,970587,523470,36288
2022-02-13,Kelantan,371899,218501,22405
2022-02-13,Melaka,674824,325069,16533
2022-02-13,Negeri Sembilan,851856,440569,19146
2022-02-13,Pahang,954928,442862,22777
2022-02-13,Perak,1573486,734073,39607
2022-02-13,Perlis,188441,116154,6142
2022-02-13,Pulau Pinang,1575149,712532,34772
2022-02-13,Sabah,1500063,567866,37677
2022-02-13,Sarawak,1821885,683873,32556
2022-02-13,Selangor,6232556,2893321,107460
2022-02-13,Terengganu,408574,227955,19684
2022-02-13,W.P. KualaLumpur,4223051,2016414,57259
2022-02-13,W.P. Labuan,61297,27444,1276
2022-02-13,W.P. Putrajaya,234717,150336,1635
2022-02-14,Johor,2921910,1364221,99699
2022-02-14,Kedah,892496,497036,38440
2022-02-14,Kelantan,328635,197354,21358
2022-02-14,Melaka,680884,330430,24744
2022-02-14,Negeri Sembilan,837666,431993,27929
2022-02-14,Pahang,974059,446624,35198
2022-02-14,Perak,1637438,749324,59616
2022-02-14,Perlis,229122,147964,9694
2022-02-14,Pulau Pinang,1662523,774108,53844
2022-02-14,Sabah,1589158,609575,55140
2022-02-14,Sarawak,1665377,673365,50359
2022-02-14,Selangor,6176773,2975080,168725
2022-02-14,Terengganu,370693,210401,19021
2022-02-14,W.P. KualaLumpur,4279503,2069423,92932
2022-02-14,W.P. Labuan,71216,31090,2092
2022-02-14,W.P. Putrajaya,219222,139886,2796
2022-02-15,Johor,2806989,1336879,99721
2022-02-15,Kedah,865639,485970,38120
2022-02-15,Kelantan,319829,192214,20758
2022-02-15,Melaka,650208,321730,24738
2022-02-15,Negeri Sembilan,824996,424471,27903
2022-02-15,Pahang,921062,428469,34742
2022-02-15,Perak,1589625,731174,60162
2022-02-15,Perlis,227066,146762,9797
2022-02-15,Pulau Pinang,1596505,754125,53697
2022-02-15,Sabah,1471729,581554,53943
2022-02-15,Sarawak,1634504,665173,48714
2022-02-15,Selangor,6169532,2974010,171932
2022-02-15,Terengganu,362181,206378,18662
2022-02-15,W.P. KualaLumpur,4301866,2059567,94625
2022-02-15,W.P. Labuan,69558,30608,2098
2022-02-15,W.P. Putrajaya,217778,139644,2843
2022-02-16,Johor,2815423,1335917,100501
2022-02-16,Kedah,901251,500181,39056
2022-02-16,Kelantan,348335,204784,21906
2022-02-16,Melaka,660348,324883,25044
2022-02-16,Negeri Sembilan,839161,430788,28650
2022-02-16,Pahang,965206,439626,35750
2022-02-16,Perak,1618994,740262,60991
2022-02-16,Perlis,226906,146393,9917
2022-02-16,Pulau Pinang,1609210,759234,54899
2022-02-16,Sabah,1492595,584469,55089
2022-02-16,Sarawak,1663469,669580,51616
2022-02-16,Selangor,6196360,2978310,173371
2022-02-16,Terengganu,384799,216123,19505
2022-02-16,W.P. KualaLumpur,4288188,2050367,95371
2022-02-16,W.P. Labuan,71122,30998,2090
2022-02-16,W.P. Putrajaya,212300,137010,2827
2022-02-17,Johor,2801933,1340499,101007
2022-02-17,Kedah,889321,493697,38972
2022-02-17,Kelantan,354218,209318,21936
2022-02-17,Melaka,637964,318347,24978
2022-02-17,Negeri Sembilan,821621,428545,28490
2022-02-17,Pahang,935390,430491,35188
2022-02-17,Perak,1589137,734071,61027
2022-02-17,Perlis,230832,149355,9818
2022-02-17,Pulau Pinang,1563358,749531,54692
2022-02-17,Sabah,1459427,579757,54987
2022-02-17,Sarawak,1598776,661123,51428
2022-02-17,Selangor,6049870,2956043,172863
2022-02-17,Terengganu,380247,214385,19144
2022-02-17,W.P. KualaLumpur,4147663,2025522,95048
2022-02-17,W.P. Labuan,66824,29763,2100
2022-02-17,W.P. Putrajaya,211042,135610,2835
2022-02-18,Johor,2860628,1348585,95424
2022-02-18,Kedah,856928,475722,29053
2022-02-18,Kelantan,310864,189902,12271
2022-02-18,Melaka,677190,333181,25025
2022-02-18,Negeri Sembilan,871675,450166,28493
2022-02-18,Pahang,1027051,466086,34949
2022-02-18,Perak,1646285,764027,60596
2022-02-18,Perlis,244259,154898,9568
2022-02-18,Pulau Pinang,1665640,779076,54761
2022-02-18,Sabah,1496861,591263,54787
2022-02-18,Sarawak,1686400,683528,51993
2022-02-18,Selangor,6418966,3080346,171331
2022-02-18,Terengganu,305105,183285,10364
2022-02-18,W.P. KualaLumpur,4440003,2125942,94436
2022-02-18,W.P. Labuan,69547,30539,2053
2022-02-18,W.P. Putrajaya,229131,145461,2759
2022-02-19,Johor,2936315,1346444,90388
2022-02-19,Kedah,904215,492671,34444
2022-02-19,Kelantan,355821,205124,19099
2022-02-19,Melaka,722850,343788,22368
2022-02-19,Negeri Sembilan,907235,463619,25550
2022-02-19,Pahang,1032942,462522,30645
2022-02-19,Perak,1731578,778109,55835
2022-02-19,Perlis,221423,138059,8525
2022-02-19,Pulau Pinang,1666197,749163,47779
2022-02-19,Sabah,1466006,565967,48313
2022-02-19,Sarawak,1773628,676389,44559
2022-02-19,Selangor,6608811,3054590,147157
2022-02-19,Terengganu,380709,210676,16238
2022-02-19,W.P. KualaLumpur,4474871,2095495,76957
2022-02-19,W.P. Labuan,64528,28487,1706
2022-02-19,W.P. Putrajaya,214746,140010,1868
2022-02-20,Johor,2885977,1305903,76278
2022-02-20,Kedah,927040,505165,35337
2022-02-20,Kelantan,359705,210488,21736
2022-02-20,Melaka,618980,308673,16210
2022-02-20,Negeri Sembilan,797066,420983,18597
2022-02-20,Pahang,909053,428234,22187
2022-02-20,Perak,1489698,708868,39004
2022-02-20,Perlis,181511,113368,5962
2022-02-20,Pulau Pinang,1495382,688908,34134
2022-02-20,Sabah,1292236,518929,36525
2022-02-20,Sarawak,1697364,657240,32002
2022-02-20,Selangor,5935366,2809561,106479
2022-02-20,Terengganu,395967,220872,19284
2022-02-20,W.P. KualaLumpur,4024283,1946471,56752
2022-02-20,W.P. Labuan,55181,25701,1253
2022-02-20,W.P. Putrajaya,213474,139845,1603
2022-02-21,Johor,2782239,1328283,98755
